fault_index,original_fault_index,gate_id,fault_val,ok,attempts_used,precheck_success,precheck_attempts,precheck_pi_assignments,ai_precheck_solve_time_s,ai_precheck_sim_time_s,ai_hint_solve_time_s,ai_podem_search_time_s,ai_result_code,search_backtracks_diagnostic,time_s,classic_timeout_time_s,classic_timeout_backtracks,classic_timeout_recursive_calls,ai_error
2079,8250,27386,4,False,1,False,1,57,0.4786,0.0158,0.4749,10.6482,2,329,11.6456,10.031778,299,675,
2080,8251,27391,3,False,1,False,1,24,0.4698,0.0155,1.7367,10.5221,2,298,12.7633,10.008569,281,672,
2081,8252,27391,4,False,1,False,1,24,2.5302,0.0158,2.4848,10.1249,2,281,15.1586,10.005784,281,658,
2082,8253,27392,4,False,1,False,1,54,0.5983,0.0155,0.7107,10.6345,2,335,11.9795,10.009678,294,667,
2083,8254,27395,3,False,1,False,1,24,0.5148,0.0,0.6136,10.5552,2,298,11.7033,10.000408,281,649,
2084,8255,27397,3,False,1,False,1,24,0.5078,0.0154,0.7109,10.3742,2,214,11.6271,10.164419,300,674,
2085,8256,27397,4,False,1,False,1,24,6.5146,0.0266,0.0,0.2158,,0,16.7633,10.165413,300,674,AI solve exceeded 10.00s
2086,8257,27402,3,False,1,False,1,24,1.261,0.0,1.5179,10.695,2,165,13.5054,10.183379,300,674,
2087,8258,27402,4,False,1,False,1,24,1.6089,0.0266,1.221,10.228,2,165,13.0902,10.007741,283,644,
2088,8260,27410,3,False,1,False,1,30,2.685,0.0,2.768,10.8645,2,226,16.4825,10.019608,299,660,
2089,8261,27411,4,False,1,False,1,72,0.8156,0.0,0.4586,11.3923,2,280,12.7694,10.007325,224,566,
2090,8262,27413,3,False,1,False,1,56,3.9473,0.0311,3.9398,10.98,2,265,18.971,10.089216,286,644,
2091,8263,27415,3,False,1,False,1,56,9.9622,0.0,0.0,1.0351,,0,21.0721,10.009209,286,652,AI solve exceeded 10.00s
2092,8264,27420,3,False,1,False,1,72,1.7664,0.0,2.1869,11.1485,2,246,15.1775,10.005008,210,512,
2093,8265,27424,4,False,1,False,1,24,1.5719,0.0,1.5883,10.6805,2,289,13.9304,10.017418,309,647,
2094,8266,27425,3,False,1,False,1,25,4.4025,0.0,4.4851,10.387,2,323,19.3374,10.012542,302,644,
2095,8267,27427,4,False,1,False,1,49,1.5192,0.0,1.3934,10.7821,2,322,13.7681,10.025567,291,644,
2096,8268,27434,3,False,1,False,1,28,2.5259,0.0159,2.4501,10.3751,2,222,15.3814,10.004549,304,642,
2097,8269,27436,4,False,1,False,1,20,4.1939,0.0,4.0358,10.3715,2,304,18.6318,10.02347,210,485,
2098,8270,27437,3,False,1,False,1,31,5.7571,0.0,5.7357,10.5009,2,320,22.0227,10.003553,304,652,
2099,8271,27439,3,False,1,False,1,33,4.7456,0.016,4.5978,10.4471,2,327,19.8367,10.031176,305,648,
2100,8272,27439,4,False,1,False,1,27,4.2374,0.0,4.1522,10.4308,2,236,18.8233,10.007681,278,590,
2101,8273,27440,4,False,1,False,1,13,6.2807,0.0,4.2196,10.2255,2,321,20.7725,10.009528,263,582,
2102,8274,27441,3,False,1,False,1,32,0.9942,0.0155,1.0809,10.3396,2,337,12.4603,10.00736,303,647,
2103,8275,27442,3,False,1,False,1,13,6.6535,0.0,6.3898,10.2226,2,328,23.296,10.005131,294,643,
2104,8276,27444,3,False,1,False,1,23,7.3436,0.0,7.3198,10.3613,2,225,25.0816,10.004498,289,603,
2105,8277,27446,3,False,1,False,1,47,4.1407,0.0,2.8814,10.7377,2,331,17.7823,10.025345,224,500,
2106,8279,27447,4,False,1,False,1,43,2.218,0.0,2.5152,10.668,2,322,15.416,10.008782,302,665,
2107,8280,27448,3,False,1,False,1,47,4.3588,0.0263,6.0161,10.9319,2,166,21.3496,10.041983,308,668,
2108,8286,27479,3,False,1,False,1,1,3.7526,0.0,2.2425,10.0789,2,248,16.1873,10.016059,305,654,
2109,8290,27490,4,False,1,False,1,20,4.1278,0.0,1.8921,10.5835,2,336,16.7268,10.019329,318,653,
2110,8291,27492,4,False,1,False,1,24,6.5915,0.0,6.3699,10.3652,2,344,23.3942,10.040583,270,571,
2111,8382,27713,4,False,1,False,1,31,1.4082,0.0,0.329,10.4828,2,333,12.2288,10.007426,313,669,
2112,8396,27796,3,False,1,False,1,53,1.468,0.0158,1.4122,10.7552,2,334,13.6794,10.00768,296,663,
2113,8397,27797,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0329,10.002509,251,565,AI solve exceeded 10.00s
2114,8398,27798,4,False,1,False,1,54,3.8544,0.0158,0.7552,10.6813,2,337,15.3357,10.015455,229,509,
2115,8399,27799,4,False,1,False,1,50,1.8882,0.0173,8.468,10.2976,2,299,20.6998,10.008692,263,646,
2116,8400,27801,3,False,1,False,1,17,0.5014,0.0163,0.5964,10.2599,2,324,11.394,10.00836,297,627,
2117,8401,27805,3,False,1,False,1,55,5.3475,0.0158,8.2493,10.6029,2,283,24.235,10.01147,308,671,
2118,8402,27805,4,False,1,False,1,32,0.6809,0.0,0.5394,10.5353,2,310,11.7585,10.020748,223,513,
2119,8403,27806,4,False,1,False,1,16,0.6171,0.0,0.5002,10.2629,2,331,11.4004,10.00037,221,479,
2120,8405,27818,3,False,1,False,1,48,2.542,0.0159,2.5863,10.7213,2,292,15.9629,10.003976,187,419,
2121,8406,27821,3,False,1,False,1,28,2.675,0.0156,2.6588,10.4256,2,336,15.8729,10.042541,227,490,
2122,8407,27824,3,False,1,False,1,14,0.5613,0.0154,0.3944,10.1492,2,314,11.2124,10.011517,186,460,
2123,8408,27832,3,False,1,False,1,72,2.2412,0.0159,1.668,11.0959,2,314,15.1145,10.008135,194,513,
2124,8409,27834,3,False,1,False,1,13,2.2557,0.0153,1.7533,10.2185,2,337,14.3364,10.014335,301,621,
2125,8410,27834,4,False,1,False,1,13,2.2209,0.0,1.6762,10.2098,2,340,14.1097,10.013258,315,656,
2126,8411,27837,4,False,1,False,1,55,7.8643,0.0,8.3282,10.8998,2,322,27.1654,10.006729,286,640,
2127,8412,27838,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0924,10.009068,274,653,AI solve exceeded 10.00s
2128,8413,27842,3,False,1,False,1,44,0.6732,0.0,0.7046,10.6909,2,343,12.0845,10.040898,318,689,
2129,8414,27843,4,False,1,False,1,49,1.2717,0.0,1.4271,10.7471,2,320,13.4607,10.020458,306,685,
2130,8415,27849,4,False,1,False,1,50,6.4216,0.0,4.6858,11.2804,2,330,22.4186,10.010792,307,674,
2131,8416,27850,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0477,10.023988,300,674,AI solve exceeded 10.00s
2132,8417,27851,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0502,10.029812,314,665,AI solve exceeded 10.00s
2133,8418,27851,4,False,1,False,1,28,9.6533,0.0,8.0551,10.776,2,340,28.4902,10.008457,308,651,
2134,8419,27854,3,False,1,False,1,13,6.0098,0.0,5.9905,10.234,2,344,22.2635,10.013988,299,657,
2135,8420,27857,4,False,1,False,1,5,1.1866,0.0,1.0428,10.0967,2,344,12.3873,10.016222,296,645,
2136,8421,27859,3,False,1,False,1,49,2.2763,0.0,2.3778,10.7634,2,283,15.4314,10.003366,252,582,
2137,8422,27860,4,False,1,False,1,45,2.823,0.0,2.8719,10.6949,2,341,16.4037,10.025313,299,656,
2138,8425,27866,4,False,1,False,1,63,1.8047,0.0,1.8161,10.9541,2,341,14.5889,10.005186,300,669,
2139,8428,27886,3,False,1,False,1,4,1.6381,0.0154,1.6777,10.0482,2,342,13.3887,10.011704,313,678,
2140,8429,27886,4,False,1,False,1,18,2.331,0.0,1.389,10.288,2,344,14.0109,10.003244,305,653,
2141,8434,27900,3,False,1,False,1,8,2.0847,0.0156,2.1204,10.0154,2,337,14.3357,10.003633,295,667,
2142,8442,27912,3,False,1,False,1,14,2.9745,0.0,2.7762,10.2114,2,352,16.0979,10.009495,310,665,
2143,8479,27985,4,False,1,False,1,17,1.2251,0.0,0.5767,10.2861,2,326,12.1827,10.019581,308,653,
2144,8499,28088,3,False,1,False,1,19,0.4608,0.0,0.6111,10.3108,2,341,11.4111,10.009468,312,658,
2145,8500,28088,4,False,1,False,1,60,0.4681,0.0153,0.4792,10.6804,2,335,11.6459,10.001791,305,683,
2146,8502,28090,3,False,1,False,1,36,0.6432,0.0,0.4822,10.554,2,327,11.7077,10.006875,287,681,
2147,8504,28092,4,False,1,False,1,56,2.5235,0.0157,3.8793,10.6126,2,346,17.0511,10.0034,308,679,
2148,8505,28096,4,False,1,False,1,24,0.4623,0.0158,0.4717,10.1586,2,295,11.1285,10.000378,276,633,
2149,8506,28100,3,False,1,False,1,55,0.5833,0.0156,0.6717,10.5799,2,342,11.8698,10.008837,308,685,
2150,8507,28101,4,False,1,False,1,24,0.5141,0.0155,0.5822,10.1192,2,296,11.2506,10.004889,280,643,
2151,8508,28103,3,False,1,False,1,30,1.6103,0.0,1.4867,10.4571,2,344,13.5651,10.029035,314,676,
2152,8509,28105,4,False,1,False,1,23,3.5784,0.0,3.7046,10.3738,2,348,17.6868,10.004771,307,665,
2153,8510,28107,3,False,1,False,1,15,2.3916,0.0,2.5964,10.2461,2,328,15.3575,10.007749,281,666,
2154,8511,28109,4,False,1,False,1,44,9.7309,0.0161,9.3087,10.2963,2,335,29.4355,10.008356,278,617,
2155,8512,28111,4,False,1,False,1,44,2.3966,0.0152,2.3858,10.3938,2,351,15.2747,10.017459,311,675,
2156,8513,28112,3,False,1,False,1,37,2.2633,0.0,2.3224,10.5735,2,341,15.2624,10.020626,241,544,
2157,8514,28112,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0054,10.010185,279,628,AI solve exceeded 10.00s
2158,8515,28116,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0828,10.004692,224,523,AI solve exceeded 10.00s
2159,8516,28118,3,False,1,False,1,56,7.5567,0.0,7.7976,10.9078,2,252,26.3412,10.076436,168,407,
2160,8517,28119,3,False,1,False,1,69,1.9458,0.0152,2.2659,11.049,2,174,15.3602,10.09117,210,495,
2161,8518,28120,4,False,1,False,1,72,9.2422,0.0,9.1301,11.1621,2,323,29.6187,10.142623,207,499,
2162,8519,28121,4,False,1,False,1,67,2.3408,0.0,1.6643,11.3817,2,284,15.5068,10.006359,142,375,
2163,8520,28122,4,False,1,False,1,15,2.9923,0.0,2.7173,10.2471,2,338,16.0489,10.007678,260,614,
2164,8521,28128,3,False,1,False,1,64,1.7232,0.0,1.7889,10.9984,2,269,14.5941,10.020448,168,413,
2165,8522,28132,3,False,1,False,1,21,0.7759,0.0,1.6733,10.3331,2,350,12.7989,10.026878,133,298,
2166,8523,28132,4,False,1,False,1,39,0.8697,0.0149,0.9922,10.5261,2,364,12.4058,10.024724,142,337,
2167,8524,28133,3,False,1,False,1,5,2.9751,0.0152,3.0363,10.0209,2,355,16.0638,10.003018,201,503,
2168,8525,28133,4,False,1,False,1,9,0.7424,0.0,0.6556,10.1536,2,357,11.5545,10.007971,124,344,
2169,8526,28139,4,False,1,False,1,33,3.5154,0.0154,3.4585,10.3439,2,366,17.3638,10.021373,125,292,
2170,8527,28140,4,False,1,False,1,20,3.6643,0.0,3.6546,10.3468,2,362,17.696,10.066596,248,545,
2171,8528,28145,3,False,1,False,1,32,0.97,0.0159,0.9483,10.3407,2,362,12.3053,10.015107,308,655,
2172,8529,28146,3,False,1,False,1,13,5.8275,0.0,5.8762,10.2074,2,361,21.941,10.001863,277,616,
2173,8530,28153,3,False,1,False,1,53,2.064,0.0155,2.2214,10.6334,2,304,14.9462,10.053937,269,610,
2174,8537,28180,3,False,1,False,1,4,1.9319,0.0153,1.9265,10.0623,2,374,13.9455,10.021515,122,297,
2175,8539,28182,4,False,1,False,1,4,2.1303,0.0152,2.4085,10.0271,2,376,14.5913,10.006675,123,298,
2176,8550,28214,4,False,1,False,1,70,0.5739,0.0152,0.6503,10.1049,2,358,11.3534,10.041551,182,412,
2177,8563,28282,3,True,1,True,1,33,0.026,0.0305,0.0,0.1314,1,0,0.1902,10.018359,134,306,
2178,8566,28298,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0337,10.025722,134,332,AI solve exceeded 10.00s
2179,8567,28301,3,False,1,False,1,53,2.1893,0.015,0.3892,10.2734,2,290,12.8965,10.005463,130,343,
2180,8568,28302,4,False,1,False,1,52,1.6493,0.0158,0.1556,10.2738,2,363,12.1234,10.007327,138,349,
2181,8569,28303,4,False,1,False,1,13,0.4252,0.0,0.5542,10.2016,2,350,11.2007,10.072595,137,353,
2182,8570,28311,3,False,1,False,1,34,0.4529,0.0152,0.5416,10.501,2,350,11.5303,10.0063,159,359,
2183,8571,28312,3,False,1,False,1,13,0.4577,0.0149,0.5384,10.202,2,349,11.2332,10.054517,311,683,
2184,8572,28313,4,False,1,False,1,18,0.4444,0.0,1.5681,10.2741,2,357,12.3074,10.011593,321,687,
2185,8574,28314,4,False,1,False,1,44,0.2341,0.0,0.0673,10.6636,2,362,10.9768,10.006235,318,689,
2186,8575,28318,3,False,1,False,1,42,5.6746,0.0,5.6458,10.646,2,368,22.0817,10.02584,327,702,
2187,8576,28320,4,False,1,False,1,43,5.6239,0.0,5.6113,10.6554,2,354,22.0031,10.003704,252,597,
2188,8577,28327,4,False,1,False,1,48,6.2456,0.0,6.1843,10.7236,2,361,23.2545,10.001549,204,450,
2189,8578,28328,4,False,1,False,1,28,5.1129,0.0,5.1807,10.4595,2,376,20.8518,10.00879,157,352,
2190,8579,28332,4,False,1,False,1,68,5.3889,0.0,5.258,11.1768,2,295,21.9262,10.002562,191,458,
2191,8580,28333,4,False,1,False,1,0,0.0,0.0,9.7562,10.0077,2,356,29.8674,10.00151,323,669,AI solve exceeded 10.00s
2192,8581,28334,3,False,1,False,1,13,9.6184,0.0154,0.0,0.1959,,0,19.935,10.009227,319,666,AI solve exceeded 10.00s
2193,8582,28336,4,False,1,False,1,72,6.1813,0.0,6.047,11.1157,2,312,23.4282,10.083595,210,502,
2194,8583,28345,3,False,1,False,1,38,0.5871,0.0157,0.5934,10.5158,2,371,11.7285,10.002156,255,563,
2195,8584,28346,3,False,1,False,1,21,0.6519,0.0,0.5495,10.3255,2,362,11.5448,10.037141,284,633,
2196,8585,28347,4,False,1,False,1,33,1.1711,0.0,0.9268,10.5423,2,368,12.6807,10.012067,219,480,
2197,8586,28349,4,False,1,False,1,34,3.6084,0.0151,3.6227,10.3934,2,370,17.6707,10.009217,308,659,
2198,8587,28351,4,False,1,False,1,52,3.5957,0.0,3.5974,10.784,2,364,18.0083,10.00777,329,706,
2199,8588,28352,3,False,1,False,1,10,5.0962,0.0,5.2813,10.1702,2,354,20.579,10.003484,316,701,
2200,8590,28356,3,False,1,False,1,13,6.4197,0.0,6.3448,10.2105,2,356,23.0065,10.000673,333,728,
2201,8591,28356,4,False,1,False,1,14,0.9416,0.0154,0.9438,10.0665,2,360,11.9701,10.010265,333,745,
2202,8592,28359,4,False,1,False,1,23,8.339,0.0,8.6979,10.3574,2,380,27.4763,10.002081,348,739,
2203,8593,28363,3,False,1,False,1,49,2.5058,0.0153,2.5153,10.5647,2,209,15.6113,10.003241,337,758,
2204,8597,28378,4,False,1,False,1,5,1.3158,0.0304,1.318,10.0677,2,342,12.7369,10.001154,336,722,
2205,8600,28389,4,False,1,False,1,18,0.8075,0.0,0.9407,10.287,2,369,12.0464,10.024254,352,738,
2206,8616,28434,4,True,1,True,1,22,0.0119,0.0297,0.0,0.3001,1,0,0.344,10.005222,355,762,
2207,8635,28519,3,False,1,False,1,35,0.349,0.0151,0.1313,10.3839,2,368,10.9077,10.005675,250,557,
2208,8636,28520,4,False,1,False,1,55,1.2577,0.015,1.4442,10.6573,2,359,13.4021,10.005599,345,775,
2209,8637,28525,3,False,1,False,1,58,1.5274,0.0154,0.5451,10.8733,2,361,12.9805,10.039459,357,781,
2210,8638,28529,4,False,1,False,1,24,0.4428,0.0152,0.5622,10.1703,2,325,11.2103,10.059335,306,726,
2211,8640,28548,3,False,1,False,1,56,4.3129,0.0287,4.2339,10.8016,2,264,19.4637,10.084873,247,565,
2212,8641,28555,4,False,1,False,1,15,1.8966,0.0,1.8908,10.2347,2,377,14.158,10.012557,359,751,
2213,8642,28556,4,False,1,False,1,67,2.7788,0.0,2.693,11.0449,2,190,16.6109,10.002778,349,769,
2214,8643,28560,3,False,1,False,1,72,7.6454,0.0,6.7274,11.0698,2,332,25.5253,10.000578,151,392,
2215,8644,28560,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0074,10.003776,311,649,AI solve exceeded 10.00s
2216,8645,28563,3,False,1,False,1,56,8.3164,0.0,8.4281,10.8272,2,370,27.676,10.001382,306,715,
2217,8646,28565,3,False,1,False,1,39,4.5418,0.0149,4.4412,10.519,2,397,19.5359,10.004004,200,449,
2218,8647,28566,4,False,1,False,1,40,2.5371,0.0148,2.8357,10.519,2,392,15.9258,10.006498,345,746,
2219,8648,28567,3,False,1,False,1,52,1.1041,0.0,1.0707,10.7887,2,391,12.9851,10.036083,349,763,
2220,8650,28569,4,False,1,False,1,21,2.5525,0.0,2.7223,10.3265,2,390,15.6194,10.00143,351,755,
2221,8651,28571,3,False,1,False,1,10,3.1782,0.015,3.3993,10.084,2,386,16.7084,10.008648,353,748,
2222,8652,28572,3,False,1,False,1,35,5.0035,0.0,5.0678,10.5209,2,393,20.6248,10.007975,354,756,
2223,8653,28574,3,False,1,False,1,34,3.6112,0.0148,3.4847,10.4223,2,397,17.5642,10.003791,354,760,
2224,8657,28591,3,False,1,False,1,60,2.2969,0.0145,2.4659,10.806,2,146,15.5921,10.087251,357,766,
2225,8669,28646,3,False,1,False,1,13,0.8629,0.0,0.7274,10.2103,2,404,11.88,10.003117,360,752,
2226,8684,28719,3,True,1,True,1,33,0.2916,0.0506,0.0,0.1402,1,0,0.4874,10.014708,251,533,
2227,8687,28734,3,False,1,False,1,59,2.9571,0.0154,2.9745,10.7833,2,272,16.7613,10.006469,232,577,
2228,8688,28737,4,False,1,False,1,57,0.3629,0.0159,0.126,10.7412,2,336,11.2755,10.001582,343,746,
2229,8689,28738,3,False,1,False,1,55,4.0456,0.0154,4.0287,10.6919,2,326,18.8117,10.000489,342,767,
2230,8691,28740,4,False,1,False,1,16,0.7557,0.0,1.0935,10.4509,2,221,12.3231,10.003245,361,755,
2231,8692,28742,3,False,1,False,1,37,0.4667,0.0153,0.6331,10.5658,2,325,11.7017,10.006586,344,766,
2232,8693,28744,4,False,1,False,1,36,0.5211,0.0,0.6049,10.5832,2,326,11.7296,10.028936,345,766,
2233,8694,28745,4,False,1,False,1,15,0.5047,0.0,0.7154,10.2497,2,337,11.49,10.000667,359,749,
2234,8695,28746,4,False,1,False,1,19,0.5084,0.0,2.366,10.3444,2,345,13.2536,10.001608,355,747,
2235,8698,28753,4,False,1,False,1,51,6.2658,0.0,6.4308,10.7939,2,250,23.7107,10.001176,285,649,
2236,8699,28755,3,False,1,False,1,18,1.733,0.0156,1.4659,10.3018,2,334,13.7566,10.02675,365,756,
2237,8700,28757,3,False,1,False,1,41,1.8249,0.0161,2.3346,10.6497,2,314,14.9393,10.002658,364,770,
2238,8701,28759,4,False,1,False,1,72,7.3586,0.0,7.3301,11.1324,2,320,25.9461,10.06395,335,753,
2239,8702,28761,4,False,1,False,1,72,6.0086,0.0,6.6041,11.1473,2,311,23.8665,10.050473,311,703,
2240,8703,28764,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.1104,10.0042,372,784,AI solve exceeded 10.00s
2241,8704,28766,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.033,10.003204,295,690,AI solve exceeded 10.00s
2242,8705,28766,4,False,1,False,1,23,2.769,0.0,4.1769,10.6456,2,244,17.5974,10.028824,370,814,
2243,8707,28772,4,False,1,False,1,21,4.7137,0.0,6.5693,10.3344,2,328,21.6534,10.000398,371,782,
2244,8708,28776,3,False,1,False,1,10,3.9484,0.0159,4.1527,10.0886,2,318,18.2386,10.000831,373,825,
2245,8709,28778,4,False,1,False,1,14,0.9178,0.0161,1.0394,10.0899,2,324,12.0975,10.003567,382,848,
2246,8710,28782,3,False,1,False,1,24,1.3494,0.0,1.741,10.3802,2,333,13.532,10.004321,405,844,
2247,8713,28788,4,False,1,False,1,21,3.909,0.0,4.4512,10.3377,2,166,18.7317,10.00834,393,887,
2248,8717,28808,4,False,1,False,1,18,0.7008,0.0,0.7423,10.29,2,339,11.7456,10.015233,397,828,
2249,8718,28809,4,False,1,False,1,20,0.7218,0.0,0.7135,10.3163,2,328,11.7642,10.005921,395,859,
2250,8727,28833,4,False,1,False,1,18,1.0518,0.0,1.0833,10.3914,2,213,12.7449,10.011916,406,869,
2251,8728,28839,4,False,1,False,1,18,2.8059,0.0,2.9138,10.5131,2,169,16.5659,10.002606,411,872,
2252,8761,28958,4,False,1,False,1,60,9.8494,0.0256,6.7128,11.1572,2,161,27.7766,10.008144,112,297,
2253,8762,28961,4,False,1,False,1,60,1.4315,0.0,1.1372,11.6786,2,161,14.2815,10.021493,112,299,
2254,8763,28964,3,False,1,False,1,32,1.6542,0.0,2.4662,10.8569,2,336,14.9957,10.054805,120,291,
2255,8767,28972,4,False,1,False,1,15,2.2024,0.0,2.3033,10.2807,2,195,14.8714,10.016389,108,302,
2256,8768,28974,3,False,1,False,1,56,5.3801,0.0,4.3018,11.5499,2,109,21.3658,10.192866,94,261,
2257,8769,28974,4,False,1,False,1,56,5.5644,0.0,2.32,11.5578,2,124,19.4478,10.135799,217,507,
2258,8770,28977,3,False,1,False,1,56,8.0656,0.0,0.0,1.1842,,0,19.4045,10.014431,224,514,AI solve exceeded 10.00s
2259,8771,28979,4,False,1,False,1,48,2.22,0.0,2.2037,10.7316,2,339,15.2734,10.00272,284,612,
2260,8772,28985,3,False,1,False,1,10,4.3117,0.0157,1.3017,10.0811,2,316,15.7442,10.004199,298,678,
2261,8773,28988,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0622,10.007091,315,672,AI solve exceeded 10.00s
2262,8774,28991,3,False,1,False,1,15,1.75,0.0,2.2747,10.26,2,328,14.3453,10.009852,308,659,
2263,8776,28992,4,False,1,False,1,17,1.9506,0.0,1.9742,10.2858,2,347,14.294,10.002278,227,502,
2264,8777,28993,4,True,1,True,1,69,1.1121,0.0153,0.0,0.0,1,0,1.159,10.004947,310,673,
2265,8779,28997,3,False,1,False,1,7,3.747,0.0154,3.858,10.0384,2,216,17.6674,10.026763,308,652,
2266,8787,29023,4,False,1,False,1,1,1.3143,0.0,1.3881,10.0253,2,294,12.7923,10.002945,294,632,
2267,8788,29024,3,False,1,False,1,1,1.4564,0.0,1.4244,10.0316,2,342,12.9782,10.018472,271,593,
2268,8811,29137,4,False,1,False,1,28,0.0251,0.0307,0.0001,10.4054,2,323,10.4643,10.009009,188,419,
2269,8816,29154,4,False,1,False,1,57,1.3935,0.016,0.1387,10.7237,2,245,12.3017,10.006128,206,472,
2270,8817,29155,3,False,1,False,1,58,4.342,0.0154,3.9009,10.7258,2,281,19.0137,10.018159,244,550,
2271,8818,29156,3,False,1,False,1,62,1.513,0.0163,2.3123,10.7284,2,327,14.5907,10.001031,262,595,
2272,8820,29161,3,False,1,False,1,61,1.8129,0.016,1.8824,10.6938,2,256,14.4252,10.003089,282,642,
2273,8821,29161,4,False,1,False,1,38,0.7968,0.0,0.6246,10.9834,2,297,12.4083,10.013619,230,548,
2274,8822,29162,3,False,1,False,1,18,0.5842,0.0153,0.4931,10.2877,2,335,11.4005,10.028305,266,564,
2275,8823,29164,3,False,1,False,1,38,0.5961,0.0168,0.5013,10.623,2,269,11.7577,10.009262,282,631,
2276,8827,29171,3,False,1,False,1,56,8.6787,0.0,0.0,1.5722,,0,20.4797,10.005917,237,556,AI solve exceeded 10.00s
2277,8828,29172,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.2306,10.002361,296,658,AI solve exceeded 10.00s
2278,8829,29174,4,False,1,False,1,56,9.0252,0.0,0.0,1.5268,,0,20.7373,10.14773,154,380,AI solve exceeded 10.00s
2279,8830,29175,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.1731,10.007274,154,405,AI solve exceeded 10.00s
2280,8831,29180,3,False,1,False,1,43,2.5567,0.0162,2.3624,10.6596,2,177,15.6269,10.00323,265,580,
2281,8832,29181,3,False,1,False,1,12,2.6744,0.0162,1.2127,10.1558,2,235,14.0944,10.004136,290,649,
2282,8833,29181,4,False,1,False,1,1,1.3548,0.0,1.1908,10.0684,2,224,12.6168,10.109843,105,300,
2283,8834,29182,4,False,1,False,1,30,1.2259,0.0,1.219,10.4884,2,339,12.9791,10.00735,222,477,
2284,8835,29183,3,False,1,False,1,34,4.5663,0.0154,4.6517,10.4733,2,316,19.7282,10.01958,254,549,
2285,8836,29184,3,False,1,False,1,42,4.3754,0.0,0.8726,10.6542,2,323,15.9374,10.005061,250,564,
2286,8837,29186,4,False,1,False,1,56,1.893,0.0,4.1685,10.8661,2,325,16.9628,10.00937,211,494,
2287,8838,29189,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0889,10.006818,221,491,AI solve exceeded 10.00s
2288,8840,29199,4,False,1,False,1,31,0.043,0.0306,0.0001,10.4619,2,36,10.5388,10.009704,127,285,
2289,8841,29201,4,False,1,False,1,5,1.4943,0.0316,1.4813,10.0705,2,270,13.0831,10.015219,130,291,
2290,8843,29210,4,False,1,False,1,18,0.7537,0.0,0.7391,10.2881,2,342,11.7945,10.011763,131,297,
2291,8844,29211,4,False,1,False,1,43,0.7227,0.0,0.7313,10.6585,2,321,12.1264,10.003721,117,311,
2292,8846,29225,4,True,1,False,1,24,2.4994,0.0,2.5069,7.3122,1,218,12.5554,10.231845,136,281,
2293,8847,29226,4,True,1,False,1,25,2.2493,0.0,2.3379,9.3026,1,241,14.1256,10.259381,136,282,
2294,8868,29265,4,False,1,False,1,36,0.3446,0.0,0.1865,10.5746,2,309,11.1149,10.021359,263,577,
2295,8880,29330,4,True,1,True,1,35,4.104,0.0157,0.0,0.1232,1,0,4.2471,10.003932,298,625,
2296,8884,29347,3,False,1,False,1,25,0.5553,0.0155,0.6171,10.254,2,281,11.4696,10.006146,255,568,
2297,8886,29356,4,False,1,False,1,24,0.4786,0.0156,0.6449,10.1281,2,315,11.2875,10.005059,241,541,
2298,8887,29357,3,False,1,False,1,61,0.6659,0.0155,0.4977,10.9252,2,332,12.1245,10.014912,293,659,
2299,8888,29359,4,False,1,False,1,61,0.9484,0.0156,0.8667,10.7038,2,341,12.5566,10.039241,301,659,
2300,8889,29360,3,False,1,False,1,15,0.7397,0.0,0.7245,10.2519,2,279,11.7385,10.007537,295,614,
2301,8890,29362,3,False,1,False,1,24,1.2739,0.0,1.4126,10.6536,2,301,13.3744,10.008138,285,634,
2302,8892,29368,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.1664,10.019216,259,557,AI solve exceeded 10.00s
2303,8893,29368,4,False,1,False,1,15,2.0789,0.0,1.8629,10.2484,2,334,14.193,10.014753,148,326,
2304,8894,29369,4,False,1,False,1,17,1.5435,0.0,1.5527,10.3002,2,323,13.5496,10.019414,239,554,
2305,8895,29377,4,False,1,False,1,30,3.371,0.0,3.3939,10.4687,2,331,17.3212,10.001424,124,300,
2306,8898,29382,3,False,1,False,1,28,8.7411,0.0163,8.8773,10.0497,2,329,27.7729,10.018227,128,295,
2307,8899,29382,4,False,1,False,1,24,3.4553,0.0,3.3331,10.3872,2,239,17.1784,10.001165,120,288,
2308,8900,29384,3,False,1,False,1,29,3.4615,0.0158,3.5699,10.4721,2,317,17.6082,10.006063,127,294,
