fault_index,original_fault_index,gate_id,fault_val,ok,attempts_used,precheck_success,precheck_attempts,precheck_pi_assignments,ai_precheck_solve_time_s,ai_precheck_sim_time_s,ai_hint_solve_time_s,ai_podem_search_time_s,ai_result_code,search_backtracks_diagnostic,time_s,classic_timeout_time_s,classic_timeout_backtracks,classic_timeout_recursive_calls,ai_error
48,215,5354,3,False,1,False,1,40,0.1885,0.0313,0.0006,10.564,2,336,10.7876,10.005451,298,653,
49,217,5357,3,False,1,False,1,37,0.2503,0.0157,0.0374,10.5235,2,340,10.8299,10.045325,146,333,
50,219,5359,3,True,1,False,1,40,0.202,0.031,0.1754,8.7427,1,274,9.1543,10.006199,128,302,
51,220,5360,3,False,1,False,1,45,0.0452,0.0317,0.0001,10.6891,2,340,10.7692,10.019032,127,302,
52,221,5360,4,False,1,False,1,65,0.0441,0.0313,0.0001,10.9808,2,195,11.0593,10.0029,122,319,
53,225,5372,3,False,1,False,1,58,0.0567,0.0158,0.0007,10.8554,2,284,10.9318,10.015495,81,277,
54,226,5372,4,False,1,False,1,29,0.0701,0.0314,0.0241,10.3771,2,327,10.5057,10.003537,141,325,
55,235,5394,4,False,1,False,1,28,0.0669,0.031,0.0011,10.3568,2,320,10.4588,10.007066,246,526,
56,236,5396,4,False,1,False,1,74,0.0976,0.0316,0.0002,11.114,2,300,11.2468,10.014492,231,551,
57,237,5398,4,False,1,False,1,71,0.0796,0.0324,0.0002,11.0661,2,187,11.1815,10.007376,125,332,
58,240,5415,3,False,1,False,1,37,0.192,0.0303,0.1017,10.5239,2,326,10.8509,10.021482,190,417,
59,241,5415,4,False,1,False,1,73,0.2251,0.0322,0.2083,11.1206,2,325,11.5891,10.068295,209,509,
60,244,5425,4,False,1,False,1,41,0.0645,0.03,0.0002,10.5519,2,324,10.6495,10.014189,276,601,
61,247,5436,3,True,1,False,1,35,0.0976,0.0318,0.0002,0.7109,1,0,0.8436,10.113476,298,639,
62,248,5436,4,False,1,False,1,44,0.109,0.0318,0.0229,10.6646,2,336,10.8313,10.000809,272,609,
63,259,5497,3,False,1,False,1,88,0.0301,0.0302,0.0001,11.318,2,315,11.3813,10.00728,256,606,
64,261,5500,3,False,1,False,1,28,0.0524,0.03,0.0002,10.3755,2,343,10.4611,10.000229,314,661,
65,262,5500,4,False,1,False,1,77,0.0235,0.0309,0.0001,11.1611,2,174,11.2186,10.03067,304,657,
66,263,5501,3,False,1,False,1,27,0.0548,0.0314,0.0002,10.3805,2,349,10.4699,10.001916,294,620,
67,264,5502,3,False,1,False,1,27,0.0569,0.0313,0.0002,10.3607,2,343,10.4522,10.007666,306,642,
68,270,5540,3,False,1,False,1,72,0.0261,0.0336,0.0241,11.1041,2,189,11.1912,10.00332,151,387,
69,271,5541,3,False,1,False,1,72,0.0251,0.0302,0.0001,11.1018,2,189,11.1603,10.142462,85,255,
70,274,5555,3,False,1,False,1,72,0.0261,0.0315,0.0001,11.1273,2,189,11.1879,10.007272,125,338,
71,277,5558,3,False,1,False,1,72,0.0236,0.0314,0.0001,11.1218,2,187,11.18,10.004484,99,278,
72,284,5583,3,False,1,False,1,27,0.0482,0.0312,0.0002,10.3629,2,349,10.4454,10.124984,223,467,
73,285,5592,3,False,1,False,1,72,0.0418,0.0309,0.0001,11.0968,2,187,11.1727,10.021206,142,370,
74,286,5595,3,False,1,False,1,72,0.0417,0.0312,0.0001,11.1252,2,187,11.2015,10.137583,111,302,
75,293,5606,3,False,1,False,1,88,0.024,0.0309,0.0001,11.3235,2,306,11.3816,10.003362,217,529,
76,336,5916,3,False,1,False,1,156,0.0683,0.0316,0.0004,12.2623,2,312,12.3658,10.011547,131,423,
77,342,5928,3,False,1,False,1,93,0.0827,0.0316,0.0404,11.4271,2,312,11.5851,10.004698,105,309,
78,343,5929,3,False,1,False,1,90,0.0321,0.0314,0.0001,11.3259,2,309,11.3928,10.018397,104,304,
79,347,5939,3,False,1,False,1,52,0.0175,0.0312,0.0001,11.2405,2,276,11.293,10.023206,125,297,
80,348,5941,3,False,1,False,1,52,0.0175,0.0309,0.0001,10.8166,2,324,10.8682,10.01438,119,289,
81,349,5942,3,False,1,False,1,52,0.0174,0.0306,0.0001,10.7801,2,325,10.8314,10.047617,123,294,
82,350,5945,3,False,1,False,1,52,0.0171,0.0314,0.0001,10.7873,2,314,10.839,10.021424,127,301,
83,351,5947,3,False,1,False,1,50,0.0165,0.0311,0.0001,10.7438,2,323,10.7944,10.002595,116,308,
84,352,5949,3,False,1,False,1,50,0.0175,0.0316,0.0001,10.7544,2,328,10.8067,10.001236,114,306,
85,353,5950,3,False,1,False,1,50,0.0174,0.0319,0.0001,10.7562,2,328,10.8086,10.01977,114,306,
86,354,5951,3,False,1,False,1,50,0.0178,0.0307,0.0001,10.7472,2,327,10.7989,10.021949,117,313,
87,355,5952,4,False,1,False,1,3,0.0517,0.0319,0.0001,10.025,2,315,10.1119,10.002121,117,310,
88,356,5954,3,False,1,False,1,48,0.0172,0.0301,0.0001,10.7077,2,310,10.758,10.035126,131,298,
89,357,5955,4,False,1,False,1,47,0.051,0.0321,0.0001,10.6808,2,0,10.7672,10.057259,131,297,
90,358,5956,3,False,1,False,1,48,0.0179,0.0316,0.0001,10.7562,2,327,10.8088,10.019442,154,357,
91,359,5956,4,False,1,False,1,47,0.0521,0.0325,0.043,10.6776,2,0,10.8082,10.001191,147,324,
92,360,5958,3,False,1,False,1,48,0.0168,0.0309,0.0001,10.7256,2,317,10.7765,10.02463,174,389,
93,361,5963,3,False,1,False,1,46,0.0172,0.0307,0.0001,10.7009,2,319,10.752,10.012061,141,329,
94,362,5964,4,False,1,False,1,45,0.1172,0.0523,0.0002,10.9839,2,0,11.1589,10.00483,254,577,
95,363,5965,3,False,1,False,1,46,0.0166,0.0304,0.0001,10.6932,2,319,10.7433,10.002625,169,400,
96,364,5971,4,False,1,False,1,43,0.0489,0.0317,0.0001,10.6047,2,0,10.6885,10.006871,242,543,
97,365,5972,3,False,1,False,1,44,0.0181,0.0323,0.0001,10.6811,2,310,10.7353,10.0189,232,525,
98,366,5977,3,False,1,False,1,44,0.0181,0.0326,0.0001,10.7031,2,324,10.757,10.003328,258,580,
99,367,5978,3,False,1,False,1,42,0.0173,0.0317,0.0001,10.6327,2,329,10.6848,10.006775,303,665,
100,368,5979,4,False,1,False,1,41,0.0474,0.03,0.0001,10.5861,2,0,10.6668,10.032181,307,676,
101,369,5986,4,False,1,False,1,40,0.1154,0.0513,0.0001,10.9182,2,0,11.0897,10.007282,308,678,
102,370,5988,4,False,1,False,1,40,0.0486,0.0308,0.0001,10.5681,2,0,10.6508,10.019189,309,681,
103,371,5989,3,False,1,False,1,41,0.017,0.0314,0.0001,10.6168,2,308,10.6683,10.025156,308,670,
104,372,5991,3,False,1,False,1,41,0.0175,0.0309,0.0085,10.6278,2,332,10.6879,10.078733,308,670,
105,373,5991,4,False,1,False,1,3,0.0471,0.0314,0.0001,10.0184,2,319,10.1001,10.020441,297,651,
106,377,6003,3,False,1,False,1,51,0.0998,0.031,0.0003,10.7576,2,327,10.8917,10.033075,127,299,
107,378,6005,4,False,1,False,1,52,0.1035,0.0301,0.0003,10.7221,2,324,10.8592,10.01897,125,299,
108,379,6006,3,False,1,False,1,51,0.1057,0.0303,0.0003,10.768,2,325,10.9073,10.001082,209,476,
109,380,6006,4,False,1,False,1,52,0.0871,0.0307,0.0295,10.7329,2,290,10.8833,10.00514,247,533,
110,381,6011,3,False,1,False,1,49,0.111,0.0312,0.0003,10.9071,2,286,11.0528,10.005601,303,681,
111,382,6012,4,False,1,False,1,50,0.1158,0.0305,0.0003,10.6914,2,303,10.8411,10.016448,303,680,
112,383,6017,4,False,1,False,1,50,0.1405,0.0311,0.1784,10.9554,2,310,11.3097,10.018271,209,492,
113,384,6024,3,False,1,False,1,47,0.0841,0.0299,0.0003,10.7119,2,321,10.8293,10.027865,268,610,
114,385,6031,3,False,1,False,1,45,0.0881,0.0303,0.0003,10.7199,2,319,10.8418,10.001355,297,667,
115,386,6033,3,False,1,False,1,45,0.095,0.0308,0.0003,10.7006,2,319,10.83,10.000304,275,619,
116,387,6035,3,False,1,False,1,43,0.1031,0.031,0.0185,10.6479,2,304,10.8037,10.011276,208,481,
117,388,6036,3,False,1,False,1,43,0.1001,0.0311,0.0003,10.7378,2,324,10.8725,10.004523,124,302,
118,389,6036,4,False,1,False,1,44,0.118,0.0306,0.0003,10.6219,2,311,10.774,10.002397,119,302,
119,390,6037,3,False,1,False,1,43,0.0841,0.0331,0.0898,10.6548,2,315,10.8651,10.02509,114,287,
120,391,6037,4,False,1,False,1,44,0.099,0.0307,0.0003,10.6043,2,324,10.7375,10.015632,114,289,
121,392,6038,3,False,1,False,1,43,0.1044,0.0315,0.0003,10.6648,2,305,10.8044,10.02184,124,310,
122,393,6043,3,False,1,False,1,41,0.1071,0.0322,0.0003,10.6341,2,329,10.7769,10.011492,118,300,
123,394,6043,4,False,1,False,1,42,0.086,0.0308,0.0073,10.5823,2,307,10.7096,10.004808,118,301,
124,395,6046,3,False,1,False,1,41,0.1083,0.0318,0.0003,10.695,2,329,10.8387,10.006387,123,305,
125,396,6047,4,False,1,False,1,42,0.1021,0.0311,0.0003,10.5834,2,314,10.7201,10.152128,139,323,
126,397,6048,3,False,1,False,1,41,0.0858,0.0318,0.0002,10.6421,2,318,10.7632,10.056874,141,325,
127,398,6049,4,False,1,False,1,42,0.128,0.0314,0.0226,10.5869,2,317,10.7723,10.009229,141,331,
128,399,6050,3,False,1,False,1,40,0.1371,0.0319,0.0004,10.6281,2,313,10.8007,10.015894,141,344,
129,400,6051,3,False,1,False,1,40,0.0997,0.0314,0.0003,10.6695,2,332,10.804,10.083635,150,355,
130,401,6054,4,False,1,False,1,41,0.0827,0.0316,0.0447,10.5648,2,322,10.727,10.099508,286,619,
131,402,6058,3,True,1,False,1,20,0.0361,0.0305,0.0001,1.2574,1,24,1.3273,10.074487,120,333,
132,404,6059,4,False,1,False,1,50,0.0384,0.0312,0.0001,10.7525,2,325,10.8254,10.004376,152,357,
133,405,6063,3,False,1,False,1,94,0.0486,0.0325,0.0001,11.4139,2,318,11.4983,10.033841,120,340,
134,406,6064,4,True,1,False,1,41,0.0497,0.032,0.0001,2.3373,1,43,2.4223,10.024582,135,347,
135,407,6068,4,False,1,False,1,48,0.077,0.031,0.0002,10.7528,2,327,10.8641,10.011672,135,332,
136,408,6083,4,False,1,False,1,105,0.16,0.031,0.0557,11.5919,2,307,11.8417,10.010813,116,337,
137,409,6084,4,False,1,False,1,102,0.0664,0.032,0.0001,11.5504,2,306,11.6522,10.012096,118,341,
138,424,6192,4,False,1,False,1,33,0.016,0.0321,0.0001,10.5019,2,328,10.5533,10.018526,140,317,
139,445,6298,4,True,1,False,1,40,0.2474,0.0298,0.141,10.4836,1,334,10.9049,10.000444,334,705,
140,447,6308,4,False,1,False,1,37,0.1892,0.0308,0.1396,10.512,2,330,10.8747,10.053987,330,707,
141,449,6315,4,False,1,False,1,60,0.2102,0.0307,0.1874,10.8478,2,328,11.2794,10.004454,326,716,
142,450,6318,3,False,1,False,1,53,0.206,0.032,0.1677,10.8186,2,271,11.2276,10.160209,227,532,
143,451,6323,3,False,1,False,1,81,0.1816,0.0312,0.1721,11.2451,2,318,11.6331,10.03438,142,364,
144,454,6330,3,False,1,False,1,64,0.1981,0.0311,0.0005,11.1265,2,274,11.3596,10.002414,298,680,
145,455,6331,4,False,1,False,1,41,0.2362,0.0309,0.009,10.5662,2,342,10.8455,10.030156,173,401,
146,458,6336,4,False,1,False,1,35,0.2294,0.0308,0.1477,10.4825,2,325,10.8934,10.01345,205,454,
147,463,6354,3,False,1,False,1,64,0.0454,0.0316,0.0001,11.0198,2,276,11.1,10.024873,326,733,
148,464,6360,3,False,1,False,1,41,0.2099,0.0306,0.1083,10.6471,2,305,10.9991,10.00856,255,616,
149,466,6367,4,False,1,False,1,36,0.2427,0.0323,0.1863,10.5621,2,341,11.0267,10.069453,349,750,
150,468,6379,4,False,1,False,1,75,0.0846,0.0304,0.0002,11.1445,2,317,11.2627,10.029311,160,401,
151,469,6380,3,False,1,False,1,37,0.2149,0.0316,0.0717,10.5142,2,334,10.8358,10.00082,350,742,
152,471,6383,3,False,1,False,1,37,0.2797,0.0167,0.1919,10.5429,2,318,11.0342,10.007578,350,743,
153,472,6383,4,False,1,False,1,83,0.0868,0.0309,0.0002,11.264,2,183,11.3848,10.005506,334,759,
154,473,6384,3,False,1,False,1,37,0.2044,0.0297,0.0482,10.4974,2,334,10.7827,10.011745,356,751,
155,475,6394,3,False,1,False,1,75,0.0261,0.0307,0.0001,11.1386,2,189,11.1985,10.017295,174,420,
156,478,6397,4,False,1,False,1,41,0.0886,0.0318,0.0005,10.6704,2,315,10.7948,10.004656,355,752,
157,479,6398,4,False,1,False,1,60,0.2039,0.0307,0.0764,10.8265,2,329,11.1406,10.000995,349,762,
158,481,6411,3,False,1,False,1,41,0.0431,0.0305,0.0001,10.598,2,318,10.6749,10.004563,323,762,
159,483,6414,3,False,1,False,1,37,0.4171,0.0159,0.0441,10.5168,2,337,10.997,10.002846,349,738,
160,484,6415,3,False,1,False,1,37,0.271,0.0154,0.0837,10.5558,2,349,10.9289,10.004307,344,733,
161,486,6427,4,False,1,False,1,60,0.2267,0.0302,0.108,10.8467,2,329,11.2148,10.001109,349,757,
162,488,6431,3,False,1,False,1,43,0.2295,0.0307,0.155,10.647,2,272,11.0653,10.002812,342,740,
163,490,6434,3,False,1,False,1,64,0.2259,0.0312,0.1554,11.0299,2,274,11.4455,10.003012,335,753,
164,491,6435,4,False,1,False,1,60,0.2306,0.0308,0.1666,10.8726,2,326,11.3038,10.008116,344,756,
165,493,6438,3,False,1,False,1,53,0.0428,0.0308,0.0001,10.7989,2,271,10.8757,10.077551,272,648,
166,495,6444,4,False,1,False,1,79,0.0691,0.0303,0.0002,11.1667,2,320,11.2695,10.002817,306,695,
167,499,6449,3,False,1,False,1,75,0.025,0.0304,0.0001,11.1358,2,189,11.1943,10.066895,164,409,
168,503,6468,4,False,1,False,1,41,0.0803,0.0317,0.0088,10.5763,2,327,10.7002,10.005444,358,759,
169,522,6505,4,False,1,False,1,41,0.2545,0.0314,0.0007,10.5578,2,342,10.8475,10.014392,174,402,
170,523,6508,4,False,1,False,1,37,0.2415,0.0301,0.0831,10.4881,2,337,10.8461,10.002262,269,600,
171,525,6514,4,True,1,False,1,40,0.2397,0.03,0.1649,10.4899,1,334,10.9276,10.125267,213,466,
172,529,6518,4,False,1,False,1,35,0.2572,0.031,0.1642,10.4696,2,333,10.9251,10.004474,182,414,
173,531,6519,4,False,1,False,1,34,0.2467,0.0301,0.1679,10.4622,2,331,10.9101,10.014714,176,393,
174,543,6556,3,False,1,False,1,72,0.0246,0.0302,0.0001,11.1549,2,189,11.2129,10.037034,88,260,
175,544,6560,3,False,1,False,1,72,0.0249,0.0304,0.0001,11.0713,2,187,11.1298,10.032796,88,260,
176,545,6562,3,False,1,False,1,88,0.0247,0.0311,0.0001,11.3287,2,310,11.3876,10.006568,203,505,
177,547,6566,3,False,1,False,1,51,0.0248,0.0309,0.0001,10.7779,2,315,10.8368,10.012913,342,739,
178,548,6568,3,False,1,False,1,72,0.0255,0.0319,0.0001,11.1449,2,187,11.2054,10.005269,169,426,
179,550,6574,3,False,1,False,1,28,0.0632,0.0312,0.0418,10.3871,2,338,10.5264,10.031965,368,763,
180,558,6601,3,False,1,False,1,72,0.3286,0.0309,0.0019,11.0867,2,187,11.4513,10.067267,171,428,
181,564,6615,3,False,1,False,1,59,0.033,0.0302,0.0235,10.853,2,334,10.9427,10.004569,377,816,
182,565,6620,4,False,1,False,1,40,0.0449,0.0303,0.0001,10.5935,2,336,10.6719,10.007638,367,777,
183,572,6635,3,False,1,False,1,72,0.0275,0.0316,0.0001,11.1498,2,189,11.2122,10.04101,175,435,
184,575,6641,3,False,1,False,1,35,0.0264,0.0316,0.0001,10.5375,2,328,10.5986,10.025699,367,773,
185,577,6642,3,False,1,False,1,72,0.0262,0.0314,0.0001,11.1443,2,187,11.205,10.050378,169,423,
186,624,6906,4,False,1,False,1,15,0.0067,0.0306,0.0001,10.2271,2,284,10.2675,10.002961,365,755,
187,626,6914,3,False,1,False,1,16,0.007,0.0322,0.0002,10.2578,2,333,10.3018,10.000299,345,717,
188,627,6914,4,False,1,False,1,15,0.0067,0.0317,0.0001,10.2135,2,332,10.2551,10.015274,359,747,
189,628,6916,3,False,1,False,1,16,0.0071,0.0315,0.0001,10.2163,2,332,10.2582,10.000348,353,736,
190,629,6918,4,False,1,False,1,15,0.0069,0.0327,0.0001,10.2327,2,340,10.2755,10.004191,246,519,
191,630,6921,4,False,1,False,1,15,0.0068,0.0308,0.0001,10.2097,2,259,10.2505,10.004812,298,625,
192,631,6923,4,False,1,False,1,15,0.0071,0.0303,0.0001,10.2103,2,340,10.2508,10.070647,211,444,
193,643,6956,3,False,1,False,1,93,0.2122,0.0311,0.2,11.3798,2,318,11.8263,10.003636,213,525,
194,644,6957,4,False,1,False,1,98,0.1439,0.0307,0.0005,11.4815,2,321,11.6596,10.008956,271,648,
195,646,6961,4,False,1,False,1,52,0.1904,0.0154,0.0119,10.7129,2,318,10.9338,10.005818,274,599,
196,647,6965,4,False,1,False,1,48,2.2077,0.0158,1.0845,10.6688,2,286,13.9798,10.013792,147,329,
197,648,6967,3,False,1,False,1,45,0.9226,0.0159,0.1487,10.7044,2,320,11.7948,10.008878,289,652,
198,649,6968,4,False,1,False,1,46,0.2186,0.015,0.0094,10.6267,2,323,10.8727,10.028808,289,648,
199,650,6972,4,False,1,False,1,42,1.859,0.0156,0.5974,10.5749,2,329,13.05,10.00589,235,531,
200,651,6974,3,False,1,False,1,40,1.982,0.0516,1.6267,11.0423,2,323,14.7079,10.005769,242,546,
201,653,6982,3,False,1,False,1,93,0.2006,0.0149,0.0439,11.3849,2,318,11.6473,10.004975,287,671,
202,654,6984,3,False,1,False,1,93,0.0727,0.0303,0.0002,11.4061,2,305,11.5124,10.016296,271,638,
203,655,6985,4,False,1,False,1,101,0.0701,0.0303,0.0002,11.5269,2,314,11.6306,10.067208,157,418,
204,656,6994,4,False,1,False,1,35,0.1761,0.0304,0.0473,10.4806,2,340,10.7376,10.007129,140,330,
205,657,6997,3,False,1,False,1,34,0.0547,0.032,0.0001,10.541,2,159,10.6311,10.020063,274,638,
206,662,7005,3,False,1,False,1,34,0.0401,0.031,0.0001,10.5701,2,162,10.6444,10.037165,292,668,
207,664,7006,3,False,1,False,1,44,0.0409,0.0317,0.0001,10.6802,2,310,10.756,10.026062,289,685,
208,667,7014,3,False,1,False,1,44,0.04,0.03,0.0001,10.6624,2,314,10.7354,10.027684,278,661,
209,668,7016,3,False,1,False,1,44,0.04,0.0304,0.0001,10.6766,2,310,10.7501,10.00014,281,676,
210,670,7019,3,False,1,False,1,42,0.0416,0.0311,0.0243,10.6462,2,339,10.7464,10.006658,304,677,
211,672,7021,4,False,1,False,1,33,0.1612,0.0152,0.0007,10.4456,2,328,10.6257,10.015233,289,646,
212,673,7023,3,False,1,False,1,33,0.0552,0.0304,0.0001,10.517,2,271,10.6057,10.069369,159,413,
213,674,7024,4,False,1,False,1,34,0.1597,0.0151,0.1311,10.4606,2,304,10.7694,10.119517,205,505,
214,675,7027,4,False,1,False,1,27,0.1713,0.0152,0.0007,10.3424,2,337,10.5325,10.020307,209,465,
215,676,7028,3,False,1,False,1,45,0.0567,0.0307,0.0559,10.6768,2,310,10.8233,10.009556,109,340,
216,677,7030,3,False,1,False,1,44,0.0558,0.0309,0.0001,10.6784,2,314,10.7683,10.021396,107,322,
217,678,7031,3,False,1,False,1,33,0.0504,0.0311,0.0001,10.4994,2,271,10.5841,10.022586,77,251,
218,679,7033,3,False,1,False,1,46,0.0553,0.0306,0.0001,10.7081,2,329,10.7972,10.016234,301,667,
219,683,7047,3,False,1,False,1,107,0.1846,0.0303,0.1763,11.6422,2,301,12.0364,10.008636,278,664,
220,685,7051,3,False,1,False,1,48,0.1825,0.0307,0.0005,10.7814,2,291,10.9983,10.000761,303,685,
221,686,7052,4,False,1,False,1,31,0.189,0.0308,0.0091,10.4077,2,327,10.6397,10.005562,300,669,
222,687,7056,3,False,1,False,1,93,0.2682,0.0154,0.1857,11.3891,2,318,11.8617,10.04851,286,663,
223,689,7060,4,False,1,False,1,75,0.1117,0.0309,0.0002,11.1446,2,229,11.2905,10.007284,136,356,
224,727,7223,4,False,1,False,1,41,0.2479,0.0297,0.0504,10.5484,2,335,10.8794,10.011481,253,562,
225,730,7226,4,False,1,False,1,37,0.2589,0.0306,0.1488,10.6015,2,329,11.0429,10.041214,310,664,
226,731,7227,3,False,1,False,1,77,0.0526,0.0311,0.0001,11.187,2,201,11.274,10.049547,129,340,
227,732,7227,4,False,1,False,1,36,0.267,0.0311,0.1057,10.4904,2,341,10.8972,10.004805,212,486,
228,733,7231,4,False,1,False,1,41,0.2662,0.0305,0.1557,10.5653,2,342,11.0209,10.023276,125,311,
229,736,7239,3,False,1,False,1,81,1.9544,0.0159,2.3157,11.1915,2,321,15.4806,10.033699,94,267,
230,739,7252,4,False,1,False,1,25,0.7533,0.0156,1.9335,10.3263,2,326,13.0318,10.018232,114,306,
231,741,7255,4,False,1,False,1,41,1.6414,0.0157,2.397,10.5878,2,324,14.645,10.013228,125,302,
232,744,7264,4,True,1,False,1,38,2.7253,0.0161,3.6183,5.2591,1,148,11.6219,10.049393,128,300,
233,745,7270,4,False,1,False,1,60,0.3346,0.0155,0.0445,10.8282,2,325,11.226,10.038023,120,306,
234,749,7278,4,False,1,False,1,60,0.255,0.0314,0.069,10.8528,2,333,11.2114,10.07831,127,309,
235,753,7285,3,False,1,False,1,64,0.2389,0.0307,0.1487,11.0042,2,274,11.4257,10.039359,116,301,
236,756,7289,3,False,1,False,1,77,0.2192,0.0304,0.151,11.1916,2,201,11.5953,10.009101,129,343,
237,761,7295,4,True,1,False,1,40,0.2101,0.0307,0.161,10.4039,1,334,10.809,10.004523,296,648,
238,763,7298,3,False,1,False,1,77,0.2117,0.031,0.1689,11.1739,2,193,11.5887,10.000126,165,408,
239,764,7298,4,False,1,False,1,36,0.2049,0.0302,0.178,10.4951,2,329,10.9113,10.03136,278,588,
240,767,7307,4,False,1,False,1,25,0.3659,0.0159,0.1951,10.3495,2,296,10.93,10.040669,205,472,
241,769,7313,3,False,1,False,1,53,0.0416,0.03,0.0001,10.9156,2,236,10.9905,10.00119,161,381,
242,772,7322,3,False,1,False,1,77,0.0525,0.0319,0.0001,11.2372,2,169,11.3248,10.114816,129,340,
243,774,7330,4,False,1,False,1,36,0.2231,0.0307,0.0076,10.6131,2,317,10.8776,10.062394,238,529,
244,785,7351,3,False,1,False,1,41,0.332,0.0314,0.1575,10.6398,2,305,11.1638,10.045985,293,682,
245,789,7355,4,False,1,False,1,60,0.332,0.0154,0.0784,10.8505,2,328,11.2794,10.00435,309,683,
246,790,7357,3,False,1,False,1,53,0.043,0.0309,0.0001,10.8799,2,275,10.957,10.022068,162,386,
247,792,7359,3,False,1,False,1,43,0.0449,0.031,0.0451,10.6505,2,254,10.7746,10.06905,247,542,
248,793,7360,3,False,1,False,1,41,0.0454,0.0306,0.0001,10.6401,2,305,10.7195,10.001561,277,661,
249,799,7383,4,False,1,False,1,60,0.7144,0.0516,0.5034,11.4844,2,255,12.7585,10.025585,293,647,
250,825,7440,4,False,1,False,1,41,0.2119,0.0311,0.0007,10.5852,2,337,10.8321,10.008091,309,674,
251,826,7445,4,False,1,False,1,35,0.1984,0.0308,0.0249,10.4723,2,308,10.7296,10.001254,308,672,
252,858,7566,3,False,1,False,1,51,0.0283,0.0374,0.0001,10.8303,2,288,10.8998,10.001434,288,630,
253,859,7567,3,False,1,False,1,72,0.0181,0.0313,0.0001,11.1279,2,187,11.1805,10.00431,138,361,
254,870,7591,3,False,1,False,1,72,0.0182,0.0306,0.0001,11.1211,2,187,11.1731,10.024198,123,329,
255,871,7592,3,False,1,False,1,72,0.0181,0.0308,0.0001,11.103,2,187,11.1549,10.055939,111,306,
256,880,7606,3,False,1,False,1,35,0.0357,0.032,0.0001,10.5466,2,341,10.6175,10.00818,306,654,
257,881,7607,3,False,1,False,1,72,0.0325,0.0316,0.0001,11.1178,2,187,11.185,10.000804,154,395,
258,883,7612,3,False,1,False,1,72,0.0274,0.032,0.0001,11.1543,2,189,11.2169,10.058831,131,346,
259,887,7624,3,False,1,False,1,72,0.0266,0.0313,0.0001,11.0948,2,187,11.1558,10.06624,158,400,
260,897,7671,3,False,1,False,1,72,0.0249,0.0312,0.0087,11.1315,2,189,11.1993,10.07881,157,396,
261,905,7702,3,False,1,False,1,51,0.0253,0.0312,0.0001,10.7765,2,328,10.8362,10.002673,304,663,
262,906,7704,3,False,1,False,1,72,0.0254,0.031,0.0001,11.1272,2,187,11.1868,10.055309,151,386,
263,908,7706,3,False,1,False,1,88,0.0256,0.032,0.0001,11.3233,2,310,11.3842,10.007653,282,661,
264,910,7710,3,False,1,False,1,51,0.0237,0.0317,0.0001,10.7954,2,320,10.8539,10.022063,232,522,
265,915,7722,3,False,1,False,1,72,0.0369,0.0321,0.0001,11.1125,2,187,11.1848,10.024204,151,385,
266,922,7745,3,False,1,False,1,35,0.0272,0.0322,0.0001,10.5385,2,328,10.6012,10.008342,265,568,
267,962,7971,3,True,1,True,1,27,0.4979,0.0158,0.0,0.2894,1,0,0.8057,10.034718,297,639,
268,963,7974,4,False,1,False,1,20,0.4793,0.0164,0.4481,10.1927,2,323,11.1398,10.007113,193,418,
269,970,7991,4,False,1,False,1,12,0.332,0.0162,0.0706,10.1314,2,332,10.5536,10.008527,303,659,
270,979,8009,4,False,1,False,1,31,0.2857,0.0311,0.044,10.406,2,337,10.7699,10.004784,305,667,
271,980,8014,3,False,1,False,1,52,0.301,0.0302,0.0087,10.8095,2,217,11.1525,10.042513,151,392,
272,981,8016,4,False,1,False,1,34,0.4646,0.0309,0.0098,10.4513,2,323,10.9597,10.010789,311,675,
273,982,8018,3,False,1,False,1,50,0.3176,0.0311,0.0091,10.7652,2,280,11.1262,10.00449,297,673,
274,983,8021,3,False,1,False,1,93,0.2636,0.0309,0.2107,11.3811,2,311,11.8895,10.00669,293,683,
275,984,8023,3,False,1,False,1,52,1.9331,0.0156,1.8657,10.7348,2,305,14.5524,10.007282,303,668,
276,985,8023,4,False,1,False,1,51,2.3382,0.0163,2.3347,10.7291,2,310,15.4215,10.014989,178,404,
277,986,8027,4,False,1,False,1,43,2.3787,0.0159,2.3479,10.6058,2,166,15.3516,10.059261,300,658,
278,987,8029,3,False,1,False,1,41,4.4502,0.0265,4.3733,10.9782,2,286,19.8338,10.010603,300,664,
279,988,8030,3,False,1,False,1,34,0.0408,0.0297,0.0001,10.5186,2,159,10.5922,10.004712,295,684,
280,989,8031,3,False,1,False,1,44,0.0417,0.0307,0.0001,11.1153,2,314,11.1909,10.005936,272,652,
281,990,8038,3,False,1,False,1,34,0.0587,0.0312,0.0391,10.5427,2,159,10.6748,10.005163,225,541,
282,991,8040,4,False,1,False,1,31,0.1811,0.0154,0.0008,10.4141,2,322,10.6143,10.005792,247,555,
283,992,8041,4,False,1,False,1,34,0.2077,0.0312,0.1577,10.4664,2,287,10.8662,10.007311,231,562,
284,993,8045,3,False,1,False,1,45,0.0591,0.0309,0.0001,10.7354,2,310,10.8287,10.06537,244,607,
285,996,8054,3,False,1,False,1,34,0.0597,0.0317,0.0001,10.5223,2,159,10.617,10.009471,187,466,
286,999,8064,4,False,1,False,1,52,0.0595,0.0309,0.0001,10.8013,2,324,10.895,10.019092,309,688,
287,1002,8079,3,False,1,False,1,50,0.2252,0.0309,0.0494,10.7543,2,276,11.0629,10.006296,303,688,
