fault_index,gate_id,fault_val,ok,attempts_used,precheck_success,precheck_attempts,precheck_pi_assignments,ai_precheck_solve_time_s,ai_precheck_sim_time_s,ai_hint_solve_time_s,ai_podem_search_time_s,ai_result_code,search_backtracks_diagnostic,classic_ok,classic_result_code,classic_backtracks,classic_recursive_calls,ai_less_backtracks,ai_error,time_s,classic_time_s
475,4669,4,False,1,False,1,17,0.2342,0.0337,0.0,0.4501,0,0,True,1,62,153,,strict no-fallback: direct AI assignment did not detect fault,4.9212,4.1951
476,4670,3,False,1,False,1,37,0.1038,0.0655,0.0,1.1306,0,0,False,2,325,691,,strict no-fallback: direct AI assignment did not detect fault,21.3217,20.0136
477,4670,4,False,1,False,1,71,0.1437,0.0662,0.0,2.2318,0,0,False,2,325,723,,strict no-fallback: direct AI assignment did not detect fault,22.466,20.0164
478,4671,3,False,1,False,1,37,0.1012,0.0662,0.0,1.1376,0,0,False,2,326,694,,strict no-fallback: direct AI assignment did not detect fault,21.3318,20.0188
479,4671,4,False,1,False,1,68,0.1017,0.0655,0.0,2.1538,0,0,False,2,322,727,,strict no-fallback: direct AI assignment did not detect fault,22.3351,20.0063
480,4672,3,True,1,True,1,22,0.0285,0.0666,0.0,0.6014,1,0,True,1,0,28,,,1.2487,0.5438
481,4672,4,True,1,True,1,25,0.035,0.064,0.0,0.7517,1,0,True,1,0,31,,,1.4846,0.6254
482,4673,3,True,1,True,1,21,0.0289,0.0659,0.0,0.6325,1,0,True,1,0,27,,,1.2703,0.5352
483,4673,4,False,1,False,1,22,0.0267,0.0657,0.0,0.7082,0,0,False,2,324,672,,strict no-fallback: direct AI assignment did not detect fault,20.8349,20.0263
484,4674,3,True,1,True,1,21,0.0219,0.0644,0.0,0.6311,1,0,True,1,0,27,,,1.2729,0.5475
485,4674,4,True,1,True,1,25,0.0234,0.0644,0.0,0.7569,1,0,True,1,0,34,,,1.5503,0.6966
486,4675,3,False,1,False,1,40,0.0964,0.066,0.0,1.2052,0,0,False,2,322,691,,strict no-fallback: direct AI assignment did not detect fault,21.3837,20.0081
487,4675,4,False,1,False,1,48,0.0757,0.0672,0.0,1.4632,0,0,False,2,316,692,,strict no-fallback: direct AI assignment did not detect fault,21.633,20.0191
488,4676,3,False,1,False,1,35,0.0401,0.0652,0.0,1.0858,0,0,False,2,322,695,,strict no-fallback: direct AI assignment did not detect fault,21.2112,20.0121
489,4676,4,False,1,False,1,48,0.0488,0.0643,0.0,1.4681,0,0,False,2,318,692,,strict no-fallback: direct AI assignment did not detect fault,21.6035,20.0146
490,4677,3,False,1,False,1,15,0.0217,0.0656,0.0,0.4406,0,0,True,1,33,119,,strict no-fallback: direct AI assignment did not detect fault,3.6037,3.0681
491,4677,4,False,1,False,1,15,0.0436,0.0651,0.0,0.4405,0,0,False,2,330,693,,strict no-fallback: direct AI assignment did not detect fault,20.6088,20.0519
492,4678,3,True,1,True,1,22,0.0213,0.0646,0.0,0.6579,1,0,True,1,0,23,,,1.2121,0.4601
493,4678,4,False,1,False,1,61,0.0213,0.0654,0.0,1.8871,0,0,True,1,0,50,,strict no-fallback: direct AI assignment did not detect fault,2.9549,0.9732
494,4679,3,False,1,False,1,15,0.0203,0.0644,0.0,0.4449,0,0,True,1,1,54,,strict no-fallback: direct AI assignment did not detect fault,1.6215,1.0839
495,4679,4,False,1,False,1,15,0.0201,0.0648,0.0,0.4405,0,0,True,1,3,27,,strict no-fallback: direct AI assignment did not detect fault,1.126,0.5924
496,4680,3,True,1,True,1,55,0.0196,0.0638,0.0,1.7164,1,0,True,1,0,56,,,2.9161,1.1086
497,4680,4,False,1,False,1,19,0.0198,0.0645,0.0,0.5714,0,0,True,1,12,81,,strict no-fallback: direct AI assignment did not detect fault,2.503,1.8397
498,4727,3,True,1,True,1,22,0.0305,0.0649,0.0,0.6267,1,0,True,1,0,23,,,1.1807,0.451
499,4727,4,True,1,True,1,20,0.0209,0.0644,0.0,0.6334,1,0,True,1,0,21,,,1.145,0.4187
500,4730,3,True,1,True,1,7,0.0098,0.065,0.0,0.226,1,0,True,1,0,8,,,0.4662,0.1575
501,4730,4,True,1,True,1,5,0.0097,0.0644,0.0,0.1274,1,0,True,1,0,6,,,0.3265,0.1171
502,4732,3,True,1,True,1,7,0.0056,0.0634,0.0,0.1875,1,0,True,1,0,8,,,0.4193,0.1551
503,4732,4,True,1,True,1,5,0.0055,0.0648,0.0,0.063,1,0,True,1,0,4,,,0.2155,0.0745
